age,educ,rural,black,asian,mixed,nativeamer,disability,employed_ft,employed_pt,unemployed,overtime,student,married,female,occupation,logdailywage,dailywage
32,91,0,1,0,0,0,0,0,1,0,0,0,0,1,1,12.28241,21.58644
53,111,0,0,0,0,0,0,1,0,0,0,0,1,1,3,13.3905,65.37623
25,111,0,0,0,0,0,0,1,0,0,0,0,0,1,2,9.75949,1.73178
46,81,0,0,0,0,0,0,1,0,0,1,0,1,1,3,13.80799,99.25115
39,125,0,0,0,0,0,0,1,0,0,0,0,1,1,1,14.59471,217.9731
56,92,0,1,0,0,0,0,1,0,0,0,0,1,1,3,13.62446,82.60941
42,124,0,0,0,0,0,0,1,0,0,1,0,1,1,1,13.88111,106.7798
60,111,0,0,0,0,0,1,0,1,0,0,0,1,1,1,12.84839,38.0176
25,81,0,0,0,0,0,0,1,0,0,1,0,1,1,1,12.45041,25.5355
43,81,0,0,0,0,0,0,1,0,0,0,0,1,1,1,12.72339,33.55045
23,111,0,0,0,0,0,0,1,0,0,0,1,0,1,1,,
53,10,0,0,0,0,1,0,0,1,0,0,0,0,1,2,13.86319,104.8839
51,111,0,0,0,0,0,0,1,0,0,0,0,1,1,3,12.87071,38.87558
42,91,0,0,0,0,0,0,0,1,0,0,0,0,1,1,13.64583,84.39385
38,73,0,0,0,0,0,0,1,0,0,0,0,1,1,5,12.08556,17.72933
54,111,0,0,0,0,0,0,1,0,0,0,0,0,1,1,14.04855,126.2433
39,20,0,0,0,0,0,0,0,0,1,0,0,1,1,4,,
30,73,0,0,0,1,0,0,0,1,0,0,0,0,1,2,11.31037,8.166431
22,91,1,1,0,0,0,1,0,1,0,0,1,0,1,1,,
31,91,1,0,0,0,0,0,1,0,0,0,0,0,1,2,10.6765,4.332558
44,92,0,0,0,0,0,0,1,0,0,0,0,0,1,2,12.50191,26.88496
26,111,1,0,1,0,0,0,0,1,0,0,0,0,1,3,10.24923,2.826078
48,111,0,0,0,0,0,0,1,0,0,0,0,1,1,1,14.40354,180.044
40,92,0,0,0,0,0,0,0,1,0,0,0,1,1,3,13.04238,46.15647
56,81,0,0,0,0,0,0,1,0,0,0,0,0,1,3,14.54969,208.3776
51,73,0,0,0,1,0,1,1,0,0,1,0,1,1,2,13.12308,50.03595
41,73,0,0,0,0,0,0,1,0,0,0,0,1,1,3,11.86927,14.28103
43,111,0,1,0,0,0,0,1,0,0,0,0,0,1,1,13.90686,109.5651
29,111,0,0,0,0,0,0,0,1,0,0,0,1,1,1,11.619,11.11902
25,81,0,0,0,0,0,0,1,0,0,1,0,1,1,3,9.573286,1.437558
30,73,1,0,0,0,0,0,1,0,0,1,0,1,1,2,10.35018,3.126278
25,111,0,0,0,0,0,0,1,0,0,0,0,1,1,1,10.76104,4.714789
38,111,0,0,0,0,0,1,1,0,0,1,0,1,1,1,14.04709,126.0588
26,81,0,0,0,0,0,0,1,0,0,0,0,0,1,1,11.16714,7.076663
36,111,0,0,0,0,0,0,1,0,0,0,0,1,1,1,13.40604,66.40025
43,81,0,0,0,0,0,0,0,1,0,0,0,1,1,2,13.49762,72.76807
53,73,0,0,0,0,0,0,1,0,0,1,0,0,1,3,12.81857,36.90067
47,73,0,0,0,0,0,0,0,1,0,0,0,1,1,3,12.15799,19.06107
38,73,1,0,0,0,0,0,1,0,0,1,0,0,1,5,12.31745,22.35637
50,111,0,0,0,0,0,0,1,0,0,0,0,0,1,3,13.94401,113.7122
26,91,0,0,0,0,0,0,0,1,0,0,0,1,1,3,9.414976,1.227078
41,123,0,1,0,0,0,0,1,0,0,0,0,0,1,1,13.44529,69.05811
57,73,0,0,0,0,0,0,1,0,0,1,0,0,1,2,13.64687,84.48138
33,111,0,0,0,0,0,0,1,0,0,0,0,1,1,3,13.41491,66.99197
52,73,0,1,0,0,0,0,0,1,0,0,0,1,1,2,12.82158,37.01187
51,73,0,0,0,0,0,0,1,0,0,0,0,1,1,3,13.20057,54.06741
27,92,1,0,0,0,0,0,1,0,0,0,0,0,1,1,10.26745,2.87803
26,73,0,1,0,0,0,0,1,0,0,0,0,1,1,5,10.63234,4.145419
46,123,0,0,0,0,0,0,1,0,0,0,0,1,1,1,15.4953,536.4418
56,73,1,1,0,0,0,0,1,0,0,0,0,1,1,3,12.1217,18.38178
20,81,0,0,0,0,0,0,1,0,0,0,1,0,1,3,,
54,81,0,1,0,0,0,1,1,0,0,0,0,1,1,2,13.27979,58.52474
37,123,0,0,0,0,0,0,1,0,0,1,0,1,1,1,13.09616,48.7067
25,73,0,0,1,0,0,0,1,0,0,0,0,1,1,1,11.42584,9.166026
54,81,0,0,0,0,0,0,1,0,0,0,0,1,1,2,13.22888,55.61971
55,81,0,0,0,0,0,0,1,0,0,0,0,0,1,3,12.79065,35.88449
50,91,0,0,0,0,0,0,1,0,0,0,0,0,1,1,13.66139,85.71673
29,73,1,0,1,0,0,0,1,0,0,0,0,1,1,3,10.72391,4.54292
54,92,0,0,0,0,0,0,1,0,0,0,0,1,1,1,15.18829,394.6318
60,73,0,0,0,0,0,0,1,0,0,0,0,1,1,3,12.79384,35.99946
34,81,0,0,0,0,0,0,1,0,0,0,0,0,1,1,13.38647,65.11303
21,81,0,0,0,0,0,0,1,0,0,0,1,0,1,1,,
57,111,0,0,0,0,0,0,1,0,0,1,0,1,1,1,13.67109,86.55238
49,73,0,0,0,0,0,0,1,0,0,0,0,1,1,3,13.60958,81.38873
21,71,0,0,0,0,0,0,0,0,1,0,1,0,1,4,,
58,81,0,0,0,0,0,0,0,0,1,0,0,1,1,3,,
24,111,0,0,0,0,0,0,0,1,0,0,1,0,1,2,,
20,73,0,0,0,0,0,0,0,0,1,0,1,1,1,2,,
31,81,0,0,0,0,0,0,0,1,0,0,0,1,1,2,11.87507,14.36403
25,73,0,0,0,0,0,0,0,1,0,0,0,0,1,2,10.60346,4.027403
31,92,0,1,0,0,0,0,1,0,0,0,0,1,1,1,12.35115,23.12266
56,111,0,0,0,0,0,0,1,0,0,1,0,1,1,1,14.33015,167.3039
39,73,0,0,0,0,0,0,0,1,0,0,0,1,1,2,11.65819,11.56342
49,73,0,0,0,0,0,0,1,0,0,1,0,1,1,3,13.5685,78.11359
48,111,0,0,1,0,0,0,1,0,0,0,0,1,1,3,13.64511,84.33279
44,81,0,1,0,0,0,0,1,0,0,0,0,0,1,3,14.43495,185.7883
57,92,0,0,0,0,0,0,1,0,0,0,0,1,1,3,13.3072,60.15089
30,92,0,0,0,0,0,0,1,0,0,1,0,0,1,2,11.2777,7.903952
40,91,0,0,0,0,0,0,0,1,0,0,0,1,1,3,13.01495,44.90767
48,73,1,0,0,0,0,0,1,0,0,0,0,1,1,3,13.53806,75.77146
58,92,0,0,0,0,0,0,1,0,0,0,0,1,1,3,12.49576,26.72014
37,111,0,0,0,0,0,0,0,1,0,0,0,1,1,3,13.33288,61.71548
22,92,0,0,0,0,0,0,1,0,0,0,1,0,1,1,,
56,73,0,0,0,0,0,0,0,1,0,0,0,1,1,3,12.83101,37.36275
32,123,0,0,0,0,0,0,1,0,0,0,0,1,1,2,12.48216,26.35935
48,111,0,0,0,0,0,0,0,1,0,0,0,1,1,1,14.05415,126.9519
51,73,0,0,0,0,0,1,0,1,0,0,0,0,1,1,14.6604,232.7713
50,92,0,0,0,0,0,0,1,0,0,1,0,1,1,1,13.93638,112.8474
43,123,0,0,1,0,0,0,1,0,0,0,0,1,1,1,14.22466,150.5535
39,111,0,0,0,0,0,0,0,1,0,0,0,1,1,1,13.37301,64.24284
46,73,0,0,0,0,0,0,0,0,1,0,0,0,1,3,,
52,81,0,0,0,0,0,0,0,1,0,0,0,1,1,3,13.566,77.91843
28,123,0,0,0,0,0,0,1,0,0,0,0,1,1,1,11.98736,16.07105
59,10,0,0,0,0,0,0,1,0,0,0,0,0,1,2,12.16313,19.15941
60,92,0,0,0,0,0,0,1,0,0,0,0,1,1,3,12.73322,33.88176
51,20,0,0,0,0,0,0,1,0,0,0,0,0,1,5,13.42951,67.97735
37,73,1,0,0,0,0,0,1,0,0,0,0,1,1,4,13.12368,50.06593
30,111,0,0,0,0,0,0,0,1,0,0,0,1,1,3,12.75046,34.47097
26,91,0,0,0,0,0,0,1,0,0,1,0,1,1,1,10.73279,4.583435
28,111,0,0,0,0,0,0,1,0,0,0,0,0,1,1,11.48848,9.758524
32,111,0,0,0,0,0,0,0,0,1,0,0,1,1,1,,
27,92,0,0,0,0,0,0,1,0,0,0,0,0,1,3,10.59056,3.975786
54,111,1,0,0,0,0,0,1,0,0,0,0,1,1,1,14.23201,151.6647
48,111,0,0,0,0,0,0,1,0,0,0,0,1,1,1,14.94866,310.5409
29,124,0,0,0,0,0,0,0,1,0,0,0,0,1,1,12.62065,30.27465
47,111,0,0,0,0,0,0,1,0,0,1,0,1,1,3,13.27275,58.11395
55,73,0,0,0,0,0,0,0,0,1,0,0,0,1,3,,
20,81,1,0,0,0,0,0,0,1,0,0,1,0,1,3,,
28,111,0,0,0,0,0,0,1,0,0,1,0,0,1,1,11.39098,8.851981
40,81,0,0,0,0,0,0,1,0,0,0,0,1,1,3,13.12588,50.17601
49,123,1,0,0,0,0,0,1,0,0,0,0,0,1,3,14.39061,177.73
47,73,0,0,0,0,0,0,0,1,0,0,0,0,1,3,13.39789,65.86147
44,111,0,0,0,0,0,0,1,0,0,0,0,0,1,3,12.90587,40.2668
54,81,0,1,0,0,0,0,0,1,0,0,0,0,1,3,12.83251,37.41852
20,81,0,0,0,0,0,0,0,1,0,0,1,0,1,2,,
60,81,0,0,0,0,0,1,1,0,0,0,0,0,1,3,13.49102,72.28943
56,111,0,0,0,0,0,0,1,0,0,0,0,1,1,1,15.10022,361.3607
26,125,0,0,0,0,0,0,1,0,0,1,0,1,1,1,11.61375,11.06082
32,20,0,0,0,0,0,0,1,0,0,0,0,1,1,4,11.53348,10.20772
41,111,0,0,0,0,0,0,0,1,0,0,0,1,1,1,13.11672,49.71849
54,125,0,0,0,0,0,0,1,0,0,0,0,1,1,3,14.77477,260.975
52,73,0,0,0,0,0,0,1,0,0,0,0,1,1,3,14.4989,198.0571
56,81,0,0,0,0,0,0,0,1,0,0,0,1,1,3,14.04055,125.2376
41,111,0,0,0,0,0,0,1,0,0,1,0,0,1,1,14.81141,270.7158
22,81,0,0,0,0,0,0,1,0,0,0,1,1,1,2,,
40,92,0,0,0,0,0,0,1,0,0,0,0,1,1,5,12.71934,33.41474
51,73,0,0,1,0,0,0,0,1,0,0,0,1,1,2,12.52177,27.42426
29,123,0,0,0,0,0,0,1,0,0,1,0,0,1,1,11.56837,10.5701
35,73,0,0,0,0,0,0,1,0,0,1,0,1,1,3,11.11395,6.710064
33,73,0,1,0,0,0,0,0,0,1,0,0,0,1,3,,
45,81,0,0,0,0,0,0,1,0,0,0,0,1,1,1,13.09729,48.76183
41,73,0,0,0,0,0,0,1,0,0,0,0,1,1,3,12.69046,32.46355
38,111,0,0,1,0,0,0,1,0,0,0,0,1,1,1,13.93921,113.167
31,111,0,0,0,0,0,0,1,0,0,0,0,1,1,1,12.5156,27.25575
29,111,0,0,0,0,0,0,0,1,0,0,0,0,1,1,12.26179,21.14594
23,81,0,0,0,0,0,0,0,1,0,0,1,0,1,2,,
24,81,0,0,0,0,0,0,0,1,0,0,1,0,1,3,,
57,123,1,0,0,0,0,0,0,1,0,0,0,1,1,1,12.76007,34.80383
26,10,0,0,0,0,0,0,1,0,0,1,0,0,1,3,9.630505,1.522212
36,111,0,0,1,0,0,0,1,0,0,1,0,0,1,1,13.305,60.01887
51,81,0,1,0,0,0,0,1,0,0,0,0,0,1,1,13.73842,92.58056
26,73,0,0,0,0,0,0,1,0,0,0,0,1,1,5,11.32677,8.301459
24,73,0,0,0,0,0,0,1,0,0,0,1,1,1,5,,
27,73,0,1,0,0,0,0,0,0,1,0,0,0,1,5,,
54,73,0,1,0,0,0,0,1,0,0,0,0,0,1,3,13.31019,60.33152
49,30,0,0,0,0,0,0,0,1,0,0,0,1,1,2,13.04982,46.50149
29,111,0,0,0,0,0,0,1,0,0,0,0,0,1,1,11.86706,14.24953
43,92,0,0,0,0,0,0,1,0,0,0,0,1,1,1,13.8588,104.4244
31,111,0,0,0,0,0,0,0,0,1,0,0,1,1,5,,
39,111,1,0,0,0,0,0,1,0,0,1,0,1,1,1,13.78385,96.88397
32,73,0,0,1,0,0,0,1,0,0,0,0,1,1,1,12.31208,22.23663
35,73,0,1,0,0,0,0,1,0,0,0,0,0,1,2,13.14479,51.13384
45,73,0,0,0,0,0,0,0,1,0,0,0,1,1,2,13.29661,59.51762
50,111,0,1,0,0,0,0,1,0,0,1,0,0,1,1,13.73831,92.57032
47,73,0,0,0,0,0,0,0,1,0,0,0,0,1,3,14.12876,136.7867
52,123,1,0,0,0,0,0,1,0,0,0,0,1,1,1,14.30937,163.8628
23,73,0,0,1,0,0,0,1,0,0,0,1,0,1,1,,
20,81,0,0,0,0,0,0,0,1,0,0,1,0,1,3,,
31,30,0,0,0,0,0,0,0,1,0,0,0,1,1,2,11.15847,7.015562
28,123,0,0,0,0,0,0,1,0,0,0,0,1,1,1,11.97369,15.85284
41,92,1,0,0,0,0,1,1,0,0,0,0,0,1,1,13.05823,46.89397
39,73,1,0,0,0,0,0,0,1,0,0,0,1,1,2,12.80046,36.23848
27,81,0,0,0,0,0,0,1,0,0,0,0,0,1,3,12.10013,17.98949
53,123,0,0,0,0,0,0,1,0,0,1,0,1,1,1,14.46336,191.1416
28,73,0,0,0,0,0,0,1,0,0,0,0,0,1,3,10.70211,4.444952
21,73,0,0,1,0,0,0,0,1,0,0,1,0,1,2,,
52,73,0,0,0,0,0,0,0,0,1,0,0,1,1,3,,
45,40,0,0,0,0,0,0,1,0,0,0,0,1,1,3,12.53655,27.83271
46,40,0,0,0,0,0,0,0,1,0,0,0,0,1,2,12.64305,30.96031
51,73,0,0,0,0,0,0,1,0,0,1,0,0,1,3,12.58155,29.1136
59,111,0,0,0,0,0,0,1,0,0,1,0,1,1,1,13.51542,74.07533
51,81,0,0,0,0,0,0,1,0,0,0,0,1,1,3,14.31179,164.2593
30,111,0,0,0,0,0,0,0,1,0,0,0,1,1,3,11.46209,9.504346
60,123,0,0,0,0,0,0,0,0,1,0,0,1,1,1,,
28,73,0,0,0,0,0,0,1,0,0,0,0,1,1,3,10.54982,3.817046
26,111,0,0,0,0,0,0,0,1,0,0,0,1,1,1,10.42668,3.374811
54,91,0,0,0,0,0,0,0,1,0,0,0,1,1,1,13.398,65.86875
24,111,0,0,0,0,0,0,0,0,1,0,1,0,1,1,,
32,81,0,0,0,0,0,0,1,0,0,0,0,1,1,3,11.51991,10.07011
43,81,1,0,0,0,0,0,1,0,0,0,0,0,1,2,13.82519,100.9725
39,73,0,0,0,0,0,0,1,0,0,0,0,1,1,5,13.16094,51.96677
33,81,0,0,0,0,0,0,1,0,0,0,0,0,1,1,13.0364,45.88152
37,73,0,0,0,0,1,0,0,0,1,0,0,1,1,5,,
21,81,0,0,0,0,0,0,0,1,0,1,1,0,1,2,,
37,73,0,0,0,0,0,0,1,0,0,0,0,1,1,3,12.6789,32.0906
38,111,0,0,0,0,0,0,0,1,0,0,0,1,1,2,14.03215,124.1899
53,111,0,0,0,0,0,0,0,1,0,0,0,1,1,1,14.64206,228.5418
32,92,0,1,0,0,0,0,1,0,0,0,0,1,1,5,11.42862,9.191525
39,91,0,0,0,0,0,0,1,0,0,0,0,0,1,1,13.27486,58.23711
60,81,0,0,0,0,0,1,0,1,0,0,0,1,1,1,13.5448,76.28357
46,123,0,0,0,0,0,0,0,1,0,0,0,0,1,1,14.7268,248.7523
27,73,0,0,0,0,0,0,0,0,1,0,0,0,1,3,,
48,92,0,0,0,0,0,0,1,0,0,0,0,1,1,1,13.93038,112.1726
38,92,1,1,0,0,0,0,1,0,0,0,0,0,1,1,11.72589,12.37346
44,81,0,0,0,0,0,0,0,0,1,0,0,1,1,3,,
39,125,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,
60,73,1,0,0,0,0,0,1,0,0,0,0,0,1,3,12.791,35.89712
21,60,0,0,0,0,0,0,0,0,1,0,1,0,1,2,,
42,81,0,0,0,0,0,0,0,1,0,0,0,0,1,2,13.68243,87.53923
38,123,0,0,0,0,0,0,1,0,0,0,0,1,1,1,13.04471,46.26413
27,73,0,0,0,0,0,0,1,0,0,0,0,1,1,3,11.95461,15.55331
48,81,0,0,0,0,0,0,1,0,0,1,0,0,1,2,13.66127,85.7066
50,91,1,0,0,0,0,0,0,1,0,0,0,1,1,2,13.55884,77.36229
34,73,0,0,0,0,0,0,1,0,0,0,0,1,1,2,12.50443,26.95276
56,73,0,0,0,0,0,0,1,0,0,0,0,1,1,3,13.07629,47.74874
43,30,0,0,0,0,0,0,0,1,0,0,0,1,1,2,12.62602,30.43756
22,81,1,0,0,0,0,0,1,0,0,0,1,0,1,2,,
53,123,0,0,0,0,0,0,1,0,0,1,0,0,1,1,14.56357,211.2906
59,73,0,0,0,0,0,0,1,0,0,1,0,1,1,1,12.96382,42.6694
25,92,0,0,0,0,0,0,1,0,0,0,0,0,1,3,10.90409,5.439829
33,81,0,0,0,0,0,0,1,0,0,0,0,1,1,1,12.87791,39.15654
32,111,0,1,0,0,0,0,1,0,0,0,0,0,1,3,12.34891,23.07089
55,123,0,0,0,0,0,0,1,0,0,1,0,0,1,1,14.15365,140.2336
23,111,0,0,0,0,0,0,1,0,0,0,1,0,1,1,,
32,123,0,0,0,0,0,0,1,0,0,0,0,1,1,1,13.12157,49.96038
47,73,1,0,0,0,0,0,0,1,0,0,0,1,1,1,13.25134,56.88344
26,81,0,1,0,0,0,0,1,0,0,0,0,0,1,1,10.48424,3.57475
55,73,0,0,0,0,0,0,0,1,0,0,0,0,1,5,13.18755,53.36794
37,125,0,1,0,0,0,0,1,0,0,1,0,0,1,1,14.12518,136.2968
35,81,0,0,0,0,0,0,1,0,0,0,0,0,1,1,12.70539,32.95186
38,91,0,0,0,0,0,0,1,0,0,0,0,1,1,3,11.73053,12.43099
41,123,0,1,0,0,0,0,1,0,0,0,0,1,1,1,14.17478,143.2277
44,111,1,0,0,0,0,0,1,0,0,0,0,1,1,1,14.62854,225.4737
51,73,0,1,0,0,0,0,1,0,0,0,0,0,1,1,14.16325,141.5867
39,73,1,0,0,0,0,0,0,0,1,0,0,0,1,1,,
36,92,1,0,0,0,0,0,0,1,0,0,0,1,1,1,12.70819,33.04422
53,123,0,0,0,0,0,0,1,0,0,0,0,1,1,1,14.57006,212.6659
32,123,0,0,0,0,0,0,1,0,0,0,0,1,1,1,12.73244,33.8555
44,124,0,0,0,0,0,0,1,0,0,1,0,1,1,1,13.5965,80.33097
55,123,0,0,0,0,0,0,1,0,0,1,0,1,1,1,13.87927,106.584
32,123,1,0,0,0,0,0,1,0,0,1,0,1,1,1,12.36714,23.49516
45,81,0,0,0,0,0,0,1,0,0,0,0,1,1,3,14.00966,121.4275
55,123,1,1,0,0,0,0,0,1,0,0,0,1,1,1,13.50339,73.18929
42,73,0,0,0,0,0,0,1,0,0,0,0,1,1,3,13.37981,64.68092
30,81,0,1,0,0,0,0,0,1,0,0,0,0,1,2,11.07625,6.461787
32,123,0,0,0,0,0,1,1,0,0,1,0,1,1,1,12.57808,29.01285
24,91,0,0,0,0,0,0,1,0,0,0,1,0,1,1,,
28,73,1,0,0,0,0,0,0,1,0,0,0,0,1,2,10.31139,3.007326
45,123,0,0,0,0,0,0,0,1,0,0,0,1,1,1,14.7473,253.9046
38,111,0,0,0,0,0,0,1,0,0,0,0,1,1,1,13.38143,64.78599
49,73,1,0,0,0,0,0,1,0,0,1,0,1,1,5,14.42527,183.9992
29,73,0,0,0,0,0,0,1,0,0,0,0,0,1,3,10.54881,3.813211
24,73,1,0,0,0,0,0,1,0,0,0,1,1,1,1,,
38,81,0,0,0,0,0,0,1,0,0,1,0,1,1,2,13.47678,71.26765
55,81,0,0,0,0,0,1,1,0,0,0,0,1,1,1,13.5671,78.00371
30,73,1,0,0,0,0,0,0,1,0,0,0,1,1,3,11.0207,6.112625
42,92,0,0,0,0,0,0,1,0,0,0,0,1,1,5,13.61058,81.4705
38,81,0,0,1,0,0,0,1,0,0,0,0,0,1,2,12.99214,43.89504
45,111,0,0,0,0,0,0,1,0,0,0,0,1,1,3,14.47379,193.1476
50,91,1,0,0,0,0,1,1,0,0,0,0,1,1,1,13.35077,62.83005
33,92,0,0,0,0,0,0,1,0,0,0,0,1,1,1,13.10758,49.26618
52,73,0,1,0,0,0,0,1,0,0,0,0,0,1,3,13.3518,62.89455
59,111,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,
39,20,1,0,0,0,0,0,0,1,0,0,0,1,1,2,12.94379,41.82311
40,10,0,0,0,0,0,0,0,0,1,0,0,0,1,2,,
26,123,1,0,0,0,0,0,1,0,0,1,0,1,1,1,12.1325,18.58137
31,92,0,0,0,0,0,0,0,1,0,0,0,1,1,3,11.53189,10.19143
22,73,0,0,0,0,0,0,0,0,1,0,1,0,1,0,,
31,111,1,0,0,0,0,0,1,0,0,0,0,1,1,3,12.13727,18.6702
51,81,1,0,0,0,0,0,1,0,0,1,0,1,1,3,14.24764,154.0534
29,73,0,0,0,0,0,0,0,1,0,1,0,0,1,1,11.45051,9.394925
20,71,0,0,0,0,0,0,1,0,0,0,1,0,1,5,,
53,111,1,1,0,0,0,1,0,1,0,0,0,0,1,1,13.84377,102.8662
25,123,0,0,1,0,0,0,1,0,0,0,0,0,1,1,11.75699,12.76422
21,73,0,0,0,0,0,0,1,0,0,0,1,0,1,2,,
44,81,0,0,0,0,0,0,1,0,0,0,0,1,1,3,13.43849,68.59006
58,111,0,0,0,0,0,0,0,1,0,0,0,1,1,1,14.44196,187.096
54,73,0,0,0,0,0,0,1,0,0,0,0,1,1,3,13.51604,74.12069
44,92,0,0,0,0,0,0,1,0,0,0,0,0,1,1,13.39036,65.36707
37,91,0,0,0,0,0,1,0,1,0,0,0,1,1,2,12.27071,21.33554
44,50,0,0,0,0,0,0,1,0,0,0,0,1,1,2,12.7026,32.86004
51,73,1,0,0,0,0,0,1,0,0,1,0,0,1,5,12.60339,29.7565
23,73,1,0,0,1,0,0,1,0,0,0,1,0,1,5,,
40,92,0,0,0,0,0,0,1,0,0,0,0,1,1,2,12.36909,23.54121
21,73,0,0,0,0,0,0,0,1,0,0,1,0,1,2,,
56,111,0,0,1,0,0,0,1,0,0,0,0,1,1,1,13.40651,66.43122
20,81,0,0,0,0,0,0,1,0,0,0,1,1,1,2,,
20,81,0,0,0,0,0,0,1,0,0,0,1,0,1,2,,
36,91,1,0,0,0,0,0,0,1,0,0,0,0,1,3,12.06112,17.30125
32,91,0,0,0,0,0,0,0,1,0,0,0,1,1,2,11.42742,9.180487
38,123,1,0,0,0,1,1,0,1,0,0,0,1,1,1,12.39748,24.21908
39,123,0,0,0,0,0,0,1,0,0,1,0,1,1,1,14.5573,209.9681
58,111,0,0,0,0,0,0,1,0,0,1,0,0,1,1,14.79002,264.9879
58,123,1,0,0,0,0,0,1,0,0,1,0,0,1,1,14.56374,211.3263
55,111,0,0,0,0,0,0,0,1,0,0,0,1,1,1,14.26695,157.0565
35,123,0,0,0,0,0,0,0,1,0,0,0,1,1,1,14.20743,147.9818
38,111,0,0,0,0,0,0,0,1,0,0,0,1,1,3,13.13296,50.53267
46,123,0,0,0,0,0,0,1,0,0,0,0,1,1,1,13.96384,115.9891
43,73,0,0,0,0,0,0,1,0,0,1,0,0,1,3,12.35049,23.10723
37,73,1,0,0,0,1,0,1,0,0,1,0,0,1,3,11.84803,13.98087
44,81,0,0,0,0,0,1,0,0,1,0,0,1,1,0,,
31,123,0,0,0,0,0,0,1,0,0,1,0,0,1,1,12.04307,16.99178
48,73,1,1,0,0,0,0,1,0,0,0,0,1,1,3,11.90399,14.78556
47,92,1,0,0,0,0,1,0,1,0,0,0,0,1,1,13.57088,78.29974
25,111,0,0,0,0,0,0,1,0,0,0,0,0,1,2,10.02983,2.269348
36,111,0,0,0,0,0,0,1,0,0,0,0,1,1,1,13.1612,51.97986
33,111,0,0,1,0,0,0,1,0,0,0,0,1,1,3,12.17832,19.45248
21,73,0,0,0,0,0,0,1,0,0,0,1,1,1,3,,
20,81,0,0,0,0,0,0,0,1,0,0,1,0,1,1,,
36,60,0,0,0,0,0,0,1,0,0,0,0,0,1,5,11.68281,11.85163
26,111,0,0,0,0,0,0,1,0,0,0,0,0,1,1,11.41612,9.077339
32,73,0,1,0,0,0,0,1,0,0,0,0,0,1,3,10.58968,3.972292
49,111,0,0,0,0,0,0,1,0,0,1,0,0,1,1,14.61007,221.3475
28,111,0,0,0,0,0,0,1,0,0,1,0,1,1,1,11.72943,12.41734
22,91,0,0,1,0,0,0,1,0,0,0,1,0,1,4,,
41,81,0,1,0,0,0,0,1,0,0,0,0,0,1,1,13.82137,100.5874
39,111,0,0,0,0,0,0,1,0,0,0,0,0,1,1,14.05953,127.6367
27,111,0,0,0,0,0,0,0,1,0,0,0,1,1,1,10.84941,5.150381
56,123,0,0,0,0,0,0,1,0,0,0,0,1,1,1,14.60897,221.1031
24,30,0,0,0,0,0,0,0,0,1,0,1,0,1,2,,
34,73,0,0,0,0,0,0,0,1,0,0,0,0,1,3,11.49274,9.800157
28,60,0,1,0,0,0,0,1,0,0,0,0,0,1,3,10.13191,2.513235
22,81,0,0,0,0,0,0,0,1,0,0,1,0,1,2,,
29,81,0,1,0,0,0,0,1,0,0,0,0,1,1,3,11.9775,15.91337
27,30,0,0,0,0,0,0,1,0,0,0,0,0,1,5,10.47132,3.528891
45,123,0,0,0,1,0,0,1,0,0,0,0,0,1,1,14.6758,236.3846
28,91,0,1,0,0,0,0,1,0,0,0,0,1,1,1,10.89209,5.374967
22,81,0,0,0,0,0,0,0,1,0,0,1,1,1,3,,
29,73,0,0,0,0,0,0,1,0,0,0,0,0,1,2,10.99186,5.938854
41,111,0,0,0,0,0,0,0,0,1,0,0,1,1,5,,
58,91,0,0,0,0,0,0,1,0,0,1,0,1,1,3,13.93147,112.2946
55,81,0,0,0,0,0,0,1,0,0,0,0,1,1,1,12.98248,43.47303
39,91,1,0,0,0,0,0,1,0,0,0,0,0,1,1,13.02188,45.22006
25,92,0,1,0,0,0,0,1,0,0,0,0,0,1,3,9.836772,1.870922
38,125,0,0,0,0,0,0,1,0,0,0,0,1,1,1,13.91123,110.0449
30,81,1,0,0,0,0,0,1,0,0,0,0,0,1,3,11.7548,12.73629
35,73,0,0,0,0,0,0,0,1,0,0,0,1,1,2,11.96432,15.70497
47,81,0,0,0,0,0,0,1,0,0,0,0,0,1,3,13.60826,81.28168
59,92,0,0,1,0,0,0,1,0,0,0,0,1,1,3,13.48855,72.11089
59,123,0,0,0,0,0,0,1,0,0,1,0,1,1,1,13.62381,82.55555
32,73,1,0,0,0,0,0,1,0,0,1,0,1,1,2,12.36959,23.55284
57,125,0,0,0,0,0,0,1,0,0,1,0,0,1,1,14.66004,232.6889
21,81,0,0,1,0,0,0,0,1,0,0,1,0,1,1,,
46,91,0,0,0,0,0,0,1,0,0,0,0,1,1,3,13.20877,54.51262
53,92,1,0,0,0,0,0,1,0,0,0,0,1,1,1,13.85113,103.6265
33,92,0,0,0,0,0,0,1,0,0,0,0,1,1,1,11.97207,15.82718
50,92,0,0,0,0,0,0,1,0,0,0,0,1,1,3,13.81521,99.9696
56,123,0,0,0,0,0,0,1,0,0,0,0,1,1,1,13.78408,96.90578
45,81,0,1,0,0,0,0,1,0,0,0,0,0,1,3,12.30414,22.0607
21,111,0,0,0,0,0,0,0,1,0,0,1,0,1,1,,
20,73,0,0,0,0,0,0,0,0,1,0,1,0,1,1,,
31,73,0,0,0,0,0,0,0,1,0,0,0,0,1,3,11.15052,6.959997
29,123,0,0,1,0,0,0,1,0,0,0,0,0,1,1,12.78424,35.65539
